beta,lambda_reg,final_train_loss,final_eval_loss,final_energy_separation,final_grad_norm,max_grad_norm,min_grad_norm,convergence_rate,stability_score,gradient_explosion,gradient_vanishing
0.05,0.2,0.692419843673706,0.6923627525568008,0.06386185120791196,0.017990020981192532,0.06837170830878012,0.01716871091130562,0.0005629411734062409,0.9995097228138116,False,False
0.05,0.5,0.6929095160961151,0.6928681999444961,0.022201929613947867,0.011905799730791032,0.14185518234511243,0.011905799730791032,0.0008241233525061055,0.9991235149348328,False,False
0.1,0.001,0.453658954501152,0.4392398431897163,10.371747732162476,0.32681302578241395,0.4043544286052366,0.08737697557386909,0.18773044470800215,0.8709592088894132,False,False
0.1,0.005,0.592207338809967,0.5921092838048935,3.7967877984046936,0.3064109563484196,0.3064109563484196,0.09617898673545314,0.049820503764808295,0.9622849484789129,False,False
0.1,0.01,0.6388506841659546,0.6341757655143738,2.32139937877655,0.222522083733299,0.22764851235786412,0.08664038808840292,0.024382932680930856,0.9814092191451422,False,False
0.1,0.02,0.6602015054225921,0.6615473926067352,1.2492502093315125,0.13224471395338555,0.18432798105161155,0.0795260420539821,0.013554834941712035,0.9895017511916835,False,False
0.1,0.05,0.6791098189353942,0.6806165218353272,0.5095364108681679,0.10107394472792677,0.11392771891487634,0.07861007986569493,0.00524215730474283,0.9966049645926529,False,False
0.1,0.1,0.6866615295410157,0.6863186568021774,0.24787235930562018,0.07309196152728409,0.08810095096159848,0.0612552435584075,0.00228414551220669,0.9984092721207314,False,False
0.1,0.2,0.6901385366916657,0.6898351401090622,0.12262782827019691,0.044922866858811875,0.08166477461630894,0.04416856430592765,0.0010689637466554346,0.9990804572216743,False,False
0.1,0.5,0.692068704366684,0.6919084340333939,0.04367076493799686,0.03317287347811808,0.27472267020487,0.029511310463535438,0.001858191315442743,0.9981765600075998,False,False
0.2,0.001,0.31656310230493545,0.31766526103019715,8.390257120132446,0.5089487833839368,0.5529022562494936,0.2100349951972876,0.31572431302189,0.7932346975724068,False,False
0.2,0.005,0.4703836005926132,0.4626649349927902,4.584588098526001,0.4123266832862006,0.47916572107716143,0.18064823148941392,0.14330194767698218,0.8963450682150015,False,False
0.2,0.01,0.5235610139369965,0.5303107932209968,3.119662821292877,0.3664536848855462,0.4591634127926325,0.15606724023962892,0.09405624381546097,0.9293975290509502,False,False
0.2,0.02,0.5978243720531463,0.5959102183580398,1.9810348331928254,0.3565671204013973,0.40449476677773527,0.1593850665687695,0.05257194116203849,0.9627493944608009,False,False
0.2,0.05,0.6444393444061279,0.6448235660791397,0.8834746092557907,0.2325883298438619,0.3363542998767194,0.14589827183851178,0.020616509826382703,0.9851088520685088,False,False
0.2,0.1,0.6694000768661499,0.6671416699886322,0.44832937270402906,0.18639117743829559,0.22637664583238673,0.15135206941633333,0.010338719723722207,0.9931711922395748,False,False
0.2,0.2,0.680070321559906,0.6799430429935456,0.2811502806842327,0.14189572519615662,0.17927714678039422,0.12228865763909715,0.004171694466734847,0.9967724723579291,False,False
0.2,0.5,0.6880994474887848,0.6878371298313141,0.09914905279874801,0.08127592248357454,0.19167431608133118,0.07140950418965336,0.0027235200384662364,0.9980093932819363,False,False
0.5,0.001,0.2631008818745613,0.214596376568079,5.284934544563294,0.8433700777386554,0.8433700777386554,0.47939289527050855,0.39964223108294855,0.7212098322831676,False,False
0.5,0.005,0.29460523307323455,0.29121924936771393,3.7272661685943604,0.6807804577457729,0.7443945497676462,0.4207169174355683,0.3127215619998407,0.7842191107548273,False,False
0.5,0.01,0.3519960045814514,0.34313098788261415,3.0649459600448608,0.7205675782361984,0.7205675782361984,0.39064240307674125,0.2493137218524009,0.8286526727658315,False,False
0.5,0.02,0.4159748512506485,0.41605822890996935,2.1942106068134306,0.6351371341838971,0.7088479565254363,0.42982910559691334,0.15076363503825593,0.8839918748459078,False,False
0.5,0.05,0.5060255706310273,0.5063921794295311,1.4412815570831299,0.5732357887118598,0.6850830166367808,0.38019391237394956,0.08839049090762355,0.9285208912118419,False,False
0.5,0.1,0.584348429441452,0.5743568480014801,0.8786094427108765,0.5803781808915518,0.7255586271960581,0.3840760073059791,0.04939330823257952,0.9628433197580001,False,False
0.5,0.2,0.6237927806377411,0.6224810004234314,0.5002000719308853,0.4353825574045381,0.5431715729207295,0.34592599207073166,0.02276862330937599,0.9819415485168635,False,False
0.5,0.5,0.6632566714286804,0.6605355769395829,0.23679378926753997,0.3288394382066684,0.39146590029623274,0.27157424425198845,0.011770374939114557,0.992307616439134,False,False
1.0,0.001,0.19446664348244666,0.16801758855581284,3.7163646101951597,1.1158223028321184,1.1158223028321184,0.8108284664865464,0.4538890854343915,0.6953186785076442,False,False
1.0,0.005,0.2497325900197029,0.20827337875962257,2.8398120284080504,1.0898665839123571,1.0898665839123571,0.79875783832216,0.35257991477428957,0.7387179160070991,False,False
1.0,0.01,0.253525485098362,0.246115729957819,2.3778173327445984,0.9469190094686837,1.0187874991713286,0.7679476813630102,0.32667014218061446,0.755843275517692,False,False
1.0,0.02,0.29237750709056853,0.2932977482676506,1.9997440099716186,0.9285432326170949,1.0465700309922361,0.8570455573268795,0.2657986650168335,0.8150097723302048,False,False
1.0,0.05,0.38523134648799895,0.3750449776649475,1.4271921217441559,0.976621223029888,0.9918377377876084,0.7782041870232029,0.159634255451873,0.8620084197183489,False,False
1.0,0.1,0.4415476888418198,0.43750786036252975,1.1488909989595413,0.9357539043287771,1.0251796517032903,0.7845459973769802,0.11301649640230958,0.9101335502901056,False,False
1.0,0.2,0.5077421462535858,0.5052103385329246,0.7292348861694335,0.7540546298983491,1.094261052595322,0.7476272937337157,0.06816335709122566,0.943729618330006,False,False
1.0,0.5,0.6007552826404572,0.5937476515769958,0.39224793314933776,0.8121108956185588,0.858476443785498,0.65050419533381,0.035413612748353626,0.9712664910117522,False,False
2.0,0.001,0.17957348093390466,0.14772969260811805,2.152426117658615,1.4808192254772827,1.5125218789234611,1.1951990437139475,0.4107436439743989,0.6844223464684934,False,False
2.0,0.005,0.17728540375828744,0.16331944689154626,1.8459161639213562,1.3089371363695406,1.5469452769596237,1.0765228179251058,0.40326664565593867,0.7098553702162214,False,False
2.0,0.01,0.18728675559163094,0.19274441115558147,1.6168081760406494,1.2419923856228103,1.5500813139796106,1.2419923856228103,0.39401947536012044,0.7399650572403274,False,False
2.0,0.02,0.1857879039645195,0.2067817270755768,1.4543658912181854,1.1058987820066273,1.5539301908734158,1.1058987820066273,0.34779127388373005,0.7612862523433913,False,False
2.0,0.05,0.2621081241965294,0.2502850294113159,1.2171487152576446,1.2982248428457266,1.472539586753717,1.2053049746921163,0.2907936827791618,0.7883484338556459,False,False
2.0,0.1,0.3213797470927238,0.3009176589548588,0.9533027082681655,1.3123366614574552,1.538713468648944,1.166310287996968,0.2245230378822734,0.8410025193846717,False,False
2.0,0.2,0.37310097575187684,0.3606054365634918,0.7545344859361649,1.24580040161727,1.4686701232157464,1.1056447835196408,0.16805425671589955,0.8761715804920815,False,False
2.0,0.5,0.4724124854803085,0.46088654845952987,0.5104030445218086,1.2533626293425135,1.52056751928753,1.195466659453681,0.09184341473231644,0.934843326191527,False,False
5.0,0.001,0.1958750356733799,0.14638653472065927,0.9449282318353653,2.5048844838273205,3.118027762207616,1.8698947258048735,0.40130177038088977,0.6943664643110209,False,False
5.0,0.005,0.15991007544100286,0.1360142409801483,0.9435720860958099,1.9396380595291962,2.914698495052992,1.8788883246004389,0.36923818606387226,0.7419681745651324,False,False
5.0,0.01,0.16680968880653382,0.1565267477184534,0.8512659817934036,2.1127277916451566,2.95177216782255,1.9255307637246037,0.37967820554632903,0.718466104726844,False,False
5.0,0.02,0.15384478867053986,0.15494017936289312,0.8672196805477143,1.846203041001467,2.9561551225441685,1.746666254998304,0.4580140738016227,0.6986394442073662,False,False
5.0,0.05,0.17714670345187186,0.1746385008096695,0.7056489050388336,1.8562952836329196,3.157286729831725,1.8490379899665228,0.34612498429787963,0.720015365494351,False,False
5.0,0.1,0.2002315579354763,0.1884936049580574,0.6550903201103211,1.9919411563229372,3.1524517487367087,1.9489723018543805,0.2955554141372892,0.7668047415243013,False,False
5.0,0.2,0.22487686038017274,0.23723475635051727,0.5390272587537766,1.8676713850931526,3.2917720177921552,1.8676713850931526,0.27707544402679024,0.7895836323278925,False,False
5.0,0.5,0.27077257215976713,0.2947385385632515,0.40959555357694627,1.7756266405023564,2.97883282017335,1.7756266405023564,0.2044020605604632,0.8636304468850462,False,False
10.0,0.001,0.18307291127741337,0.1324472600594163,0.5366790309548378,3.282566611003375,4.782269526883213,2.7588283251971,0.39804773439702157,0.7404497561206829,False,False
10.0,0.005,0.16269689600914716,0.14438311159610748,0.4887180730700493,2.958190156810888,5.170665039793176,2.7955935063801753,0.38992044279828136,0.7305552189418181,False,False
10.0,0.01,0.14238033168017863,0.15177638418972492,0.5317037969827652,2.7078371786573157,5.244523784016575,2.7078371786573157,0.4244894082776815,0.7068810636683195,False,False
10.0,0.02,0.1539547274634242,0.16548296213150024,0.5105172455310821,2.734908333068572,5.074847450443144,2.638677569792504,0.38855507282783674,0.737364138174062,False,False
10.0,0.05,0.1722049181163311,0.15671165138483048,0.47848221510648725,3.1122885893532435,5.306681678344962,2.8542706102321143,0.3919385576959465,0.7396767210934422,False,False
10.0,0.1,0.19248588144779205,0.15481810942292212,0.372982420027256,3.108323062903018,6.210191216450819,2.7316970970178955,0.3777599142777482,0.72971452612134,False,False
10.0,0.2,0.20721878319978715,0.1708064168691635,0.36096431165933607,2.8668373390280424,5.016249770352326,2.729101895086344,0.28234729073195053,0.7925844896237649,False,False
10.0,0.5,0.1934320794045925,0.20485903695225716,0.31820078045129774,2.3624846525308136,5.417656284970701,2.3624846525308136,0.33896255338703196,0.7681437932512326,False,False
